frame_id,timestamp_sec,track_id,class,x1,y1,x2,y2,center_x,center_y,confidence,displacement_px,direction,speed_mps,status,alerts
137,4.533,91,motorcycle,1405,705,1448,771,1426,738,0.5397,4.47,Up,1.68,Moving,Normal
138,4.567,87,car,1557,746,1676,844,1616,795,0.7453,6.32,Up,2.37,Moving,Normal
138,4.567,67,car,1360,632,1466,707,1413,669,0.6279,5.39,Right,2.02,Moving,Normal
138,4.567,1,car,1699,538,1741,572,1720,555,0.5095,1.0,Stationary,0.38,Stationary,Normal
138,4.567,110,car,1372,950,1686,1079,1529,1014,0.8735,8.49,Up,3.18,Moving,Normal
138,4.567,91,motorcycle,1407,703,1450,768,1428,735,0.5016,3.61,Stationary,1.35,Stationary,Normal
138,4.567,118,person,1239,937,1307,1035,1273,986,0.4512,0.0,Stationary,0.0,Stationary,Normal
138,4.567,98,motorcycle,940,775,1010,847,975,811,0.5282,23.6,Right,8.85,Moving,Normal
139,4.6,87,car,1559,740,1679,838,1619,789,0.7979,6.71,Up,2.52,Moving,Normal
139,4.6,67,car,1366,632,1470,705,1418,668,0.6902,5.1,Right,1.91,Moving,Normal
139,4.6,1,car,1698,537,1741,572,1719,554,0.5336,1.41,Stationary,0.53,Stationary,Normal
139,4.6,110,car,1367,938,1701,1079,1534,1008,0.8587,7.81,Up,2.93,Moving,Normal
139,4.6,91,motorcycle,1410,702,1452,765,1431,733,0.5172,3.61,Stationary,1.35,Stationary,Normal
139,4.6,118,person,1242,930,1319,1041,1280,985,0.4673,7.07,Right,2.65,Moving,Normal
139,4.6,120,motorcycle,1250,996,1324,1070,1287,1033,0.4704,0.0,Stationary,0.0,Stationary,Normal
139,4.6,98,motorcycle,946,765,1019,842,982,803,0.465,10.63,Up,3.99,Moving,Normal
140,4.633,87,car,1558,730,1682,833,1620,781,0.733,8.06,Up,3.02,Moving,Normal
140,4.633,67,car,1370,629,1474,703,1422,666,0.6936,4.47,Right,1.68,Moving,Normal
140,4.633,1,car,1696,535,1740,571,1718,553,0.5096,1.41,Stationary,0.53,Stationary,Normal
140,4.633,110,car,1367,927,1712,1077,1539,1002,0.839,7.81,Up,2.93,Moving,Normal
140,4.633,91,motorcycle,1413,701,1453,761,1433,731,0.5666,2.83,Stationary,1.06,Stationary,Normal
140,4.633,120,motorcycle,1254,983,1332,1060,1293,1021,0.4583,13.42,Up,5.03,Moving,Normal
140,4.633,98,motorcycle,953,756,1029,839,991,797,0.4677,10.82,Right,4.06,Moving,Normal
140,4.633,66,car,1743,506,1784,550,1763,528,0.4459,5.0,Up,1.88,Moving,Normal
140,4.633,94,motorcycle,1132,648,1171,706,1151,677,0.4294,21.19,Right,7.95,Moving,Normal
141,4.667,87,car,1558,720,1686,828,1622,774,0.7591,7.28,Up,2.73,Moving,Normal
141,4.667,67,car,1376,627,1478,700,1427,663,0.6206,5.83,Right,2.19,Moving,Normal
141,4.667,1,car,1696,535,1742,571,1719,553,0.4947,1.0,Stationary,0.38,Stationary,Normal
141,4.667,110,car,1367,916,1721,1076,1544,996,0.8084,7.81,Up,2.93,Moving,Normal
141,4.667,91,motorcycle,1416,698,1456,757,1436,727,0.5752,5.0,Up,1.88,Moving,Normal
141,4.667,120,motorcycle,1262,975,1338,1051,1300,1013,0.5317,10.63,Up,3.99,Moving,Normal
141,4.667,98,motorcycle,964,758,1035,837,999,797,0.6136,8.0,Right,3.0,Moving,Normal
141,4.667,94,motorcycle,1136,645,1176,704,1156,674,0.4924,5.83,Right,2.19,Moving,Normal
142,4.7,87,car,1563,720,1683,821,1623,770,0.7898,4.12,Up,1.55,Moving,Normal
142,4.7,67,car,1382,624,1483,696,1432,660,0.5057,5.83,Right,2.19,Moving,Normal
142,4.7,1,car,1696,534,1742,571,1719,552,0.5732,1.0,Stationary,0.38,Stationary,Normal
142,4.7,110,car,1375,907,1722,1069,1548,988,0.7958,8.94,Up,3.35,Moving,Normal
142,4.7,91,motorcycle,1419,696,1458,753,1438,724,0.5629,3.61,Stationary,1.35,Stationary,Normal
142,4.7,120,motorcycle,1268,968,1343,1043,1305,1005,0.5636,9.43,Up,3.54,Moving,Normal
142,4.7,98,motorcycle,977,768,1036,832,1006,800,0.5398,7.62,Right,2.86,Moving,Normal
142,4.7,94,motorcycle,1139,639,1180,701,1159,670,0.4478,5.0,Up,1.88,Moving,Normal
143,4.733,87,car,1567,718,1682,815,1624,766,0.8416,4.12,Up,1.55,Moving,Normal
143,4.733,67,car,1388,622,1486,692,1437,657,0.5458,5.83,Right,2.19,Moving,Normal
143,4.733,1,car,1696,533,1742,570,1719,551,0.5223,1.0,Stationary,0.38,Stationary,Normal
143,4.733,110,car,1385,897,1720,1059,1552,978,0.8305,10.77,Up,4.04,Moving,Normal
143,4.733,91,motorcycle,1421,693,1461,752,1441,722,0.5564,3.61,Stationary,1.35,Stationary,Normal
143,4.733,120,motorcycle,1276,962,1349,1035,1312,998,0.4106,9.9,Up,3.71,Moving,Normal
143,4.733,98,motorcycle,984,761,1044,827,1014,794,0.4739,10.0,Right,3.75,Moving,Normal
144,4.767,87,car,1569,715,1682,812,1625,763,0.7448,3.16,Stationary,1.19,Stationary,Normal
144,4.767,67,car,1395,621,1489,688,1442,654,0.5771,5.83,Right,2.19,Moving,Normal
144,4.767,1,car,1695,533,1742,571,1718,552,0.5462,1.41,Stationary,0.53,Stationary,Normal
144,4.767,110,car,1399,889,1715,1048,1557,968,0.8283,11.18,Up,4.19,Moving,Normal
144,4.767,91,motorcycle,1423,689,1464,748,1443,718,0.4176,4.47,Up,1.68,Moving,Normal
144,4.767,120,motorcycle,1283,955,1353,1025,1318,990,0.4616,10.0,Up,3.75,Moving,Normal
144,4.767,98,motorcycle,993,758,1052,824,1022,791,0.4873,8.54,Right,3.2,Moving,Normal
144,4.767,94,motorcycle,1147,637,1187,697,1167,667,0.5155,8.54,Right,3.2,Moving,Normal
145,4.8,87,car,1572,715,1682,808,1627,761,0.7113,2.83,Stationary,1.06,Stationary,Normal
145,4.8,67,car,1395,622,1484,685,1439,653,0.5141,3.16,Stationary,1.19,Stationary,Normal
145,4.8,1,car,1694,532,1743,570,1718,551,0.5394,1.0,Stationary,0.38,Stationary,Normal
145,4.8,110,car,1412,880,1710,1036,1561,958,0.8423,10.77,Up,4.04,Moving,Normal
145,4.8,91,motorcycle,1426,686,1466,744,1446,715,0.4085,4.24,Stationary,1.59,Stationary,Normal
145,4.8,120,motorcycle,1290,947,1360,1017,1325,982,0.4589,10.63,Up,3.99,Moving,Normal
145,4.8,98,motorcycle,998,748,1062,821,1030,784,0.4148,10.63,Right,3.99,Moving,Normal
145,4.8,123,person,1285,889,1350,974,1317,931,0.4321,0.0,Stationary,0.0,Stationary,Normal
146,4.833,87,car,1574,713,1680,803,1627,758,0.7172,3.0,Stationary,1.12,Stationary,Normal
146,4.833,67,car,1403,619,1491,681,1447,650,0.4983,8.54,Right,3.2,Moving,Normal
146,4.833,1,car,1694,531,1741,569,1717,550,0.463,1.41,Stationary,0.53,Stationary,Normal
146,4.833,110,car,1426,871,1706,1023,1566,947,0.8321,12.08,Up,4.53,Moving,Normal
146,4.833,91,motorcycle,1429,684,1469,741,1449,712,0.4616,4.24,Stationary,1.59,Stationary,Normal
146,4.833,98,motorcycle,1010,757,1064,818,1037,787,0.4182,7.62,Right,2.86,Moving,Normal
146,4.833,123,person,1281,883,1365,994,1323,938,0.4903,9.22,Down,3.46,Moving,Normal
147,4.867,87,car,1577,711,1678,796,1627,753,0.8346,5.0,Up,1.88,Moving,Normal
147,4.867,67,car,1405,612,1497,678,1451,645,0.4907,6.4,Up,2.4,Moving,Normal
147,4.867,1,car,1694,531,1742,568,1718,549,0.4342,1.41,Stationary,0.53,Stationary,Normal
147,4.867,110,car,1438,862,1700,1010,1569,936,0.8427,11.4,Up,4.28,Moving,Normal
147,4.867,91,motorcycle,1432,682,1472,739,1452,710,0.4096,3.61,Stationary,1.35,Stationary,Normal
147,4.867,98,motorcycle,1012,738,1078,814,1045,776,0.5686,13.6,Up,5.1,Moving,Normal
147,4.867,123,person,1285,877,1378,1000,1331,938,0.4644,8.0,Right,3.0,Moving,Normal
147,4.867,120,motorcycle,1304,933,1371,1001,1337,967,0.4637,19.21,Up,7.2,Moving,Normal
148,4.9,87,car,1578,708,1678,792,1628,750,0.7801,3.16,Stationary,1.19,Stationary,Normal
148,4.9,110,car,1449,854,1696,998,1572,926,0.8029,10.44,Up,3.92,Moving,Normal
148,4.9,98,motorcycle,1026,752,1078,811,1052,781,0.4929,8.6,Right,3.23,Moving,Normal
148,4.9,120,motorcycle,1308,922,1379,994,1343,958,0.5442,10.82,Up,4.06,Moving,Normal
149,4.933,87,car,1579,704,1679,788,1629,746,0.8045,4.12,Up,1.55,Moving,Normal
149,4.933,110,car,1459,847,1691,987,1575,917,0.8163,9.49,Up,3.56,Moving,Normal
149,4.933,67,car,1416,605,1508,672,1462,638,0.5524,13.04,Right,4.89,Moving,Normal
149,4.933,1,car,1693,530,1740,566,1716,548,0.4537,2.24,Stationary,0.84,Stationary,Normal
149,4.933,91,motorcycle,1435,677,1474,732,1454,704,0.5024,6.32,Up,2.37,Moving,Normal
150,4.967,87,car,1581,701,1680,784,1630,742,0.8078,4.12,Up,1.55,Moving,Normal
150,4.967,110,car,1468,837,1690,975,1579,906,0.8295,11.7,Up,4.39,Moving,Normal
150,4.967,67,car,1419,603,1513,671,1466,637,0.6782,4.12,Right,1.55,Moving,Normal
150,4.967,1,car,1692,529,1738,565,1715,547,0.5569,1.41,Stationary,0.53,Stationary,Normal
150,4.967,91,motorcycle,1436,673,1476,731,1456,702,0.5781,2.83,Stationary,1.06,Stationary,Normal
150,4.967,123,person,1305,862,1396,984,1350,923,0.5384,24.21,Right,9.08,Moving,Normal
150,4.967,98,person,1032,723,1099,801,1065,762,0.5722,23.02,Up,8.63,Moving,Normal
150,4.967,120,motorcycle,1317,903,1392,980,1354,941,0.5213,20.25,Up,7.59,Moving,Normal
151,5.0,87,car,1583,698,1679,778,1631,738,0.8452,4.12,Up,1.55,Moving,Normal
151,5.0,110,car,1474,828,1688,965,1581,896,0.8548,10.2,Up,3.83,Moving,Normal
151,5.0,67,car,1424,600,1516,667,1470,633,0.5831,5.66,Up,2.12,Moving,Normal
151,5.0,1,car,1692,529,1739,565,1715,547,0.6466,0.0,Stationary,0.0,Stationary,Normal
151,5.0,91,motorcycle,1437,668,1479,729,1458,698,0.6105,4.47,Up,1.68,Moving,Normal
151,5.0,123,person,1314,855,1397,970,1355,912,0.4263,12.08,Up,4.53,Moving,Normal
151,5.0,98,person,1040,718,1106,797,1073,757,0.4128,9.43,Right,3.54,Moving,Normal
151,5.0,120,motorcycle,1325,902,1393,972,1359,937,0.4585,6.4,Right,2.4,Moving,Normal
152,5.033,87,car,1586,696,1680,774,1633,735,0.8672,3.61,Stationary,1.35,Stationary,Normal
152,5.033,110,car,1479,819,1687,957,1583,888,0.8212,8.25,Up,3.09,Moving,Normal
152,5.033,67,car,1429,601,1518,665,1473,633,0.5385,3.0,Stationary,1.12,Stationary,Normal
152,5.033,1,car,1693,529,1740,564,1716,546,0.5955,1.41,Stationary,0.53,Stationary,Normal
152,5.033,91,motorcycle,1439,667,1480,726,1459,696,0.4386,2.24,Stationary,0.84,Stationary,Normal
153,5.067,87,car,1588,692,1680,769,1634,730,0.8165,5.1,Up,1.91,Moving,Normal
153,5.067,110,car,1489,814,1683,947,1586,880,0.8416,8.54,Up,3.2,Moving,Normal
153,5.067,67,car,1435,600,1518,659,1476,629,0.5083,5.0,Up,1.88,Moving,Normal
153,5.067,1,car,1693,528,1739,563,1716,545,0.4751,1.0,Stationary,0.38,Stationary,Normal
153,5.067,91,motorcycle,1442,666,1482,724,1462,695,0.5209,3.16,Stationary,1.19,Stationary,Normal
153,5.067,98,motorcycle,1055,715,1118,793,1086,754,0.4595,13.34,Right,5.0,Moving,Normal
154,5.1,87,car,1589,690,1681,765,1635,727,0.7421,3.16,Stationary,1.19,Stationary,Normal
154,5.1,110,car,1497,809,1682,938,1589,873,0.8301,7.62,Up,2.86,Moving,Normal
154,5.1,67,car,1440,599,1521,656,1480,627,0.6248,4.47,Right,1.68,Moving,Normal
154,5.1,1,car,1692,528,1737,561,1714,544,0.4576,2.24,Stationary,0.84,Stationary,Normal
154,5.1,129,car,1238,1009,1440,1080,1339,1044,0.5853,0.0,Stationary,0.0,Stationary,Normal
154,5.1,98,motorcycle,1063,712,1124,789,1093,750,0.5223,8.06,Right,3.02,Moving,Normal
154,5.1,66,car,1738,507,1774,546,1756,526,0.459,7.28,Left,2.73,Moving,Normal
154,5.1,123,motorcycle,1333,847,1409,954,1371,900,0.4011,20.0,Right,7.5,Moving,Normal
154,5.1,120,motorcycle,1342,887,1405,953,1373,920,0.4187,22.02,Up,8.26,Moving,Normal
155,5.133,87,car,1590,686,1681,762,1635,724,0.7792,3.0,Stationary,1.12,Stationary,Normal
155,5.133,110,car,1504,803,1679,929,1591,866,0.7874,7.28,Up,2.73,Moving,Normal
155,5.133,67,car,1445,599,1522,653,1483,626,0.5365,3.16,Stationary,1.19,Stationary,Normal
155,5.133,1,car,1692,528,1736,560,1714,544,0.4703,0.0,Stationary,0.0,Stationary,Normal
155,5.133,129,car,1230,998,1460,1080,1345,1039,0.6632,7.81,Right,2.93,Moving,Normal
155,5.133,98,motorcycle,1073,717,1128,787,1100,752,0.4379,7.28,Right,2.73,Moving,Normal
155,5.133,123,motorcycle,1341,845,1413,947,1377,896,0.4748,7.21,Right,2.7,Moving,Normal
155,5.133,120,motorcycle,1347,878,1412,947,1379,912,0.5152,10.0,Up,3.75,Moving,Normal
155,5.133,91,motorcycle,1448,658,1489,718,1468,688,0.4324,9.22,Up,3.46,Moving,Normal
156,5.167,87,car,1591,683,1680,757,1635,720,0.7992,4.0,Up,1.5,Moving,Normal
156,5.167,110,car,1512,800,1676,920,1594,860,0.8444,6.71,Up,2.52,Moving,Normal
156,5.167,67,car,1449,598,1525,652,1487,625,0.6826,4.12,Right,1.55,Moving,Normal
156,5.167,1,car,1691,527,1738,562,1714,544,0.4403,0.0,Stationary,0.0,Stationary,Normal
156,5.167,129,car,1223,987,1482,1079,1352,1033,0.7474,9.22,Right,3.46,Moving,Normal
156,5.167,91,motorcycle,1449,654,1490,714,1469,684,0.4887,4.12,Up,1.55,Moving,Normal
157,5.2,87,car,1592,680,1681,754,1636,717,0.8101,3.16,Stationary,1.19,Stationary,Normal
157,5.2,110,car,1516,792,1677,912,1596,852,0.8524,8.25,Up,3.09,Moving,Normal
157,5.2,67,car,1451,595,1529,650,1490,622,0.6414,4.24,Stationary,1.59,Stationary,Normal
157,5.2,129,car,1216,975,1506,1080,1361,1027,0.8192,10.82,Right,4.06,Moving,Normal
157,5.2,91,motorcycle,1451,651,1492,712,1471,681,0.5878,3.61,Stationary,1.35,Stationary,Normal
157,5.2,98,motorcycle,1084,708,1140,782,1112,745,0.4725,13.89,Right,5.21,Moving,Normal
157,5.2,120,motorcycle,1355,865,1420,935,1387,900,0.4146,14.42,Up,5.41,Moving,Normal
158,5.233,87,car,1593,677,1681,751,1637,714,0.7951,3.16,Stationary,1.19,Stationary,Normal
158,5.233,110,car,1522,787,1676,904,1599,845,0.8747,7.62,Up,2.86,Moving,Normal
158,5.233,67,car,1455,594,1531,648,1493,621,0.644,3.16,Stationary,1.19,Stationary,Normal
158,5.233,129,car,1213,964,1527,1080,1370,1022,0.7506,10.3,Right,3.86,Moving,Normal
158,5.233,91,motorcycle,1453,650,1493,709,1473,679,0.5556,2.83,Stationary,1.06,Stationary,Normal
158,5.233,98,motorcycle,1094,716,1142,778,1118,747,0.4876,6.32,Right,2.37,Moving,Normal
158,5.233,120,motorcycle,1361,865,1422,930,1391,897,0.4532,5.0,Right,1.88,Moving,Normal
158,5.233,123,motorcycle,1356,830,1426,931,1391,880,0.41,21.26,Up,7.97,Moving,Normal
159,5.267,87,car,1595,673,1683,747,1639,710,0.7209,4.47,Up,1.68,Moving,Normal
159,5.267,110,car,1528,782,1676,897,1602,839,0.8975,6.71,Up,2.52,Moving,Normal
159,5.267,67,car,1458,592,1535,646,1496,619,0.5447,3.61,Stationary,1.35,Stationary,Normal
159,5.267,129,car,1214,955,1544,1080,1379,1017,0.843,10.3,Right,3.86,Moving,Normal
159,5.267,98,motorcycle,1101,711,1150,775,1125,743,0.4251,8.06,Right,3.02,Moving,Normal
159,5.267,120,motorcycle,1361,848,1428,921,1394,884,0.4805,13.34,Up,5.0,Moving,Normal
160,5.3,87,car,1597,670,1684,743,1640,706,0.7131,4.12,Up,1.55,Moving,Normal
160,5.3,110,car,1533,777,1673,887,1603,832,0.8555,7.07,Up,2.65,Moving,Normal
160,5.3,67,car,1461,590,1537,644,1499,617,0.5604,3.61,Stationary,1.35,Stationary,Normal
160,5.3,129,car,1213,944,1561,1079,1387,1011,0.8452,10.0,Right,3.75,Moving,Normal
160,5.3,98,motorcycle,1109,711,1154,770,1131,740,0.4745,6.71,Right,2.52,Moving,Normal
160,5.3,120,motorcycle,1369,852,1428,916,1398,884,0.5328,4.0,Right,1.5,Moving,Normal
161,5.333,87,car,1598,668,1684,740,1641,704,0.6897,2.24,Stationary,0.84,Stationary,Normal
161,5.333,110,car,1537,772,1674,880,1605,826,0.8191,6.32,Up,2.37,Moving,Normal
161,5.333,67,car,1465,589,1540,642,1502,615,0.6714,3.61,Stationary,1.35,Stationary,Normal
161,5.333,129,car,1216,933,1575,1078,1395,1005,0.853,10.0,Right,3.75,Moving,Normal
161,5.333,120,motorcycle,1372,847,1431,911,1401,879,0.5466,5.83,Up,2.19,Moving,Normal
161,5.333,135,motorcycle,921,811,989,892,955,851,0.4492,0.0,Stationary,0.0,Stationary,Normal
161,5.333,1,car,1690,523,1734,555,1712,539,0.4439,5.39,Up,2.02,Moving,Normal
162,5.367,87,car,1598,665,1684,737,1641,701,0.7834,3.0,Stationary,1.12,Stationary,Normal
162,5.367,110,car,1540,766,1673,873,1606,819,0.8185,7.07,Up,2.65,Moving,Normal
162,5.367,67,car,1469,586,1544,640,1506,613,0.5674,4.47,Right,1.68,Moving,Normal
162,5.367,129,car,1222,924,1586,1076,1404,1000,0.8726,10.3,Right,3.86,Moving,Normal
162,5.367,120,motorcycle,1376,840,1435,905,1405,872,0.5536,8.06,Up,3.02,Moving,Normal
162,5.367,135,motorcycle,930,804,1001,889,965,846,0.4665,11.18,Right,4.19,Moving,Normal
162,5.367,1,car,1689,523,1733,554,1711,538,0.4104,1.41,Stationary,0.53,Stationary,Normal
162,5.367,123,motorcycle,1372,805,1440,906,1406,855,0.4916,29.15,Up,10.93,Moving,Normal
162,5.367,98,motorcycle,1117,696,1169,765,1143,730,0.5419,15.62,Right,5.86,Moving,Normal
163,5.4,87,car,1599,663,1684,733,1641,698,0.8083,3.0,Stationary,1.12,Stationary,Normal
163,5.4,110,car,1543,761,1672,867,1607,814,0.8524,5.1,Up,1.91,Moving,Normal
163,5.4,67,car,1472,582,1548,636,1510,609,0.581,5.66,Up,2.12,Moving,Normal
163,5.4,129,car,1237,916,1588,1069,1412,992,0.8668,11.31,Up,4.24,Moving,Normal
163,5.4,120,motorcycle,1380,834,1439,901,1409,867,0.5409,6.4,Up,2.4,Moving,Normal
163,5.4,135,motorcycle,943,805,1008,882,975,843,0.5327,10.44,Right,3.92,Moving,Normal
163,5.4,1,car,1689,523,1730,552,1709,537,0.419,2.24,Stationary,0.84,Stationary,Normal
163,5.4,123,motorcycle,1377,800,1442,900,1409,850,0.4672,5.83,Up,2.19,Moving,Normal
163,5.4,98,motorcycle,1125,696,1175,762,1150,729,0.5935,7.07,Right,2.65,Moving,Normal
164,5.433,87,car,1598,660,1683,730,1640,695,0.7311,3.16,Stationary,1.19,Stationary,Normal
164,5.433,110,car,1546,757,1673,861,1609,809,0.8567,5.39,Up,2.02,Moving,Normal
164,5.433,67,car,1476,579,1553,634,1514,606,0.5921,5.0,Right,1.88,Moving,Normal
164,5.433,129,car,1254,907,1586,1058,1420,982,0.8799,12.81,Up,4.8,Moving,Normal
164,5.433,120,motorcycle,1383,831,1441,896,1412,863,0.4978,5.0,Up,1.88,Moving,Normal
164,5.433,135,motorcycle,956,802,1019,876,987,839,0.4332,12.65,Right,4.74,Moving,Normal
164,5.433,1,car,1689,522,1730,551,1709,536,0.4143,1.0,Stationary,0.38,Stationary,Normal
164,5.433,98,motorcycle,1133,702,1177,761,1155,731,0.4976,5.39,Right,2.02,Moving,Normal
165,5.467,87,car,1598,657,1683,727,1640,692,0.7952,3.0,Stationary,1.12,Stationary,Normal
165,5.467,110,car,1550,753,1672,854,1611,803,0.8093,6.32,Up,2.37,Moving,Normal
165,5.467,67,car,1479,579,1555,632,1517,605,0.7418,3.16,Stationary,1.19,Stationary,Normal
165,5.467,129,car,1268,894,1587,1046,1427,970,0.7946,13.89,Up,5.21,Moving,Normal
165,5.467,135,motorcycle,966,804,1026,873,996,838,0.4603,9.06,Right,3.4,Moving,Normal
166,5.5,87,car,1600,654,1683,722,1641,688,0.7828,4.12,Up,1.55,Moving,Normal
166,5.5,110,car,1553,747,1673,848,1613,797,0.873,6.32,Up,2.37,Moving,Normal
166,5.5,67,car,1480,576,1558,631,1519,603,0.6747,2.83,Stationary,1.06,Stationary,Normal
166,5.5,129,car,1286,888,1584,1035,1435,961,0.8238,12.04,Up,4.51,Moving,Normal
166,5.5,135,motorcycle,975,799,1034,867,1004,833,0.434,9.43,Right,3.54,Moving,Normal
166,5.5,120,motorcycle,1384,804,1454,886,1419,845,0.5059,19.31,Up,7.24,Moving,Normal
166,5.5,98,motorcycle,1142,692,1189,755,1165,723,0.5083,12.81,Right,4.8,Moving,Normal
167,5.533,87,car,1602,652,1684,719,1643,685,0.7804,3.61,Stationary,1.35,Stationary,Normal
167,5.533,110,car,1556,744,1672,841,1614,792,0.846,5.1,Up,1.91,Moving,Normal
167,5.533,67,car,1483,575,1558,630,1520,602,0.7106,1.41,Stationary,0.53,Stationary,Normal
167,5.533,129,car,1301,877,1582,1022,1441,949,0.7809,13.42,Up,5.03,Moving,Normal
167,5.533,135,motorcycle,982,793,1043,863,1012,828,0.4064,9.43,Right,3.54,Moving,Normal
167,5.533,98,motorcycle,1147,688,1194,753,1170,720,0.5379,5.83,Right,2.19,Moving,Normal
167,5.533,123,person,1390,779,1452,876,1421,827,0.4501,25.94,Up,9.73,Moving,Normal
168,5.567,87,car,1603,649,1685,716,1644,682,0.7219,3.16,Stationary,1.19,Stationary,Normal
168,5.567,110,car,1559,739,1673,835,1616,787,0.813,5.39,Up,2.02,Moving,Normal
168,5.567,67,car,1487,575,1560,626,1523,600,0.6966,3.61,Stationary,1.35,Stationary,Normal
168,5.567,129,car,1317,869,1582,1010,1449,939,0.6944,12.81,Up,4.8,Moving,Normal
168,5.567,135,motorcycle,993,795,1050,858,1021,826,0.4746,9.22,Right,3.46,Moving,Normal
168,5.567,98,motorcycle,1155,689,1199,750,1177,719,0.4487,7.07,Right,2.65,Moving,Normal
168,5.567,123,motorcycle,1396,776,1455,870,1425,823,0.4443,5.66,Up,2.12,Moving,Normal
169,5.6,87,car,1606,648,1685,712,1645,680,0.744,2.24,Stationary,0.84,Stationary,Normal
169,5.6,110,car,1562,734,1673,828,1617,781,0.8115,6.08,Up,2.28,Moving,Normal
169,5.6,67,car,1490,575,1558,623,1524,599,0.6469,1.41,Stationary,0.53,Stationary,Normal
169,5.6,129,car,1333,863,1577,999,1455,931,0.7591,10.0,Up,3.75,Moving,Normal
169,5.6,135,motorcycle,1003,797,1055,855,1029,826,0.4981,8.0,Right,3.0,Moving,Normal
169,5.6,98,motorcycle,1159,680,1205,745,1182,712,0.4708,8.6,Up,3.23,Moving,Normal
169,5.6,123,motorcycle,1402,787,1452,867,1427,827,0.4229,4.47,Down,1.68,Moving,DIRECTION_REVERSAL
170,5.633,87,car,1608,646,1685,709,1646,677,0.698,3.16,Stationary,1.19,Stationary,Normal
170,5.633,110,car,1565,731,1672,822,1618,776,0.8814,5.1,Up,1.91,Moving,Normal
170,5.633,67,car,1493,573,1562,622,1527,597,0.619,3.61,Stationary,1.35,Stationary,Normal
170,5.633,129,car,1349,858,1576,989,1462,923,0.6641,10.63,Up,3.99,Moving,Normal
170,5.633,135,motorcycle,1010,791,1065,851,1037,821,0.4521,9.43,Right,3.54,Moving,Normal
170,5.633,98,motorcycle,1164,676,1211,744,1187,710,0.4288,5.39,Right,2.02,Moving,Normal
170,5.633,91,motorcycle,1472,625,1511,682,1491,653,0.5254,31.62,Up,11.86,Moving,Normal
171,5.667,87,car,1609,645,1685,706,1647,675,0.6939,2.24,Stationary,0.84,Stationary,Normal
171,5.667,110,car,1569,729,1671,816,1620,772,0.8662,4.47,Up,1.68,Moving,Normal
171,5.667,67,car,1497,571,1565,619,1531,595,0.6236,4.47,Right,1.68,Moving,Normal
171,5.667,129,car,1360,849,1576,978,1468,913,0.718,11.66,Up,4.37,Moving,Normal
171,5.667,135,motorcycle,1019,789,1072,846,1045,817,0.42,8.94,Right,3.35,Moving,Normal
171,5.667,91,motorcycle,1472,624,1512,681,1492,652,0.4962,1.41,Stationary,0.53,Stationary,RAPID_DECELERATION
171,5.667,123,person,1407,768,1463,858,1435,813,0.4965,16.12,Up,6.04,Moving,DIRECTION_REVERSAL
172,5.7,87,car,1610,643,1685,703,1647,673,0.6434,2.0,Stationary,0.75,Stationary,Normal
172,5.7,110,car,1572,727,1669,811,1620,769,0.8238,3.0,Stationary,1.12,Stationary,Normal
172,5.7,67,car,1500,569,1567,616,1533,592,0.5133,3.61,Stationary,1.35,Stationary,Normal
172,5.7,129,car,1372,843,1575,968,1473,905,0.7373,9.43,Up,3.54,Moving,Normal
172,5.7,135,motorcycle,1021,772,1085,841,1053,806,0.4484,13.6,Up,5.1,Moving,Normal
172,5.7,91,motorcycle,1473,622,1513,679,1493,650,0.5291,2.24,Stationary,0.84,Stationary,Normal
173,5.733,87,car,1611,641,1686,700,1648,670,0.7132,3.16,Stationary,1.19,Stationary,Normal
173,5.733,110,car,1572,722,1670,806,1621,764,0.8104,5.1,Up,1.91,Moving,Normal
173,5.733,67,car,1503,566,1571,614,1537,590,0.4712,4.47,Right,1.68,Moving,Normal
173,5.733,129,car,1366,815,1592,959,1479,887,0.5098,18.97,Up,7.11,Moving,Normal
173,5.733,91,motorcycle,1475,623,1514,677,1494,650,0.4241,1.0,Stationary,0.38,Stationary,Normal
173,5.733,98,motorcycle,1181,669,1226,735,1203,702,0.4564,17.89,Right,6.71,Moving,Normal
173,5.733,123,person,1412,757,1469,850,1440,803,0.4756,11.18,Up,4.19,Moving,Normal
174,5.767,87,car,1611,638,1686,697,1648,667,0.7218,3.0,Stationary,1.12,Stationary,Normal
174,5.767,110,car,1572,717,1671,802,1621,759,0.7887,5.0,Up,1.88,Moving,Normal
174,5.767,67,car,1507,565,1572,612,1539,588,0.6269,2.83,Stationary,1.06,Stationary,Normal
174,5.767,129,car,1387,821,1583,949,1485,885,0.7187,6.32,Right,2.37,Moving,Normal
174,5.767,98,person,1186,666,1230,732,1208,699,0.4344,5.83,Right,2.19,Moving,Normal
175,5.8,87,car,1611,634,1688,695,1649,664,0.656,3.16,Stationary,1.19,Stationary,Normal
175,5.8,110,car,1573,710,1673,796,1623,753,0.8254,6.32,Up,2.37,Moving,Normal
175,5.8,67,car,1509,563,1575,610,1542,586,0.6571,3.61,Stationary,1.35,Stationary,Normal
175,5.8,129,car,1400,819,1579,940,1489,879,0.6026,7.21,Up,2.7,Moving,Normal
175,5.8,123,motorcycle,1419,751,1473,842,1446,796,0.4368,9.22,Up,3.46,Moving,Normal
176,5.833,87,car,1612,633,1688,692,1650,662,0.5741,2.24,Stationary,0.84,Stationary,Normal
